car_id,car_name,brand,model,variant,price_ex_showroom_lakh,price_on_road_lakh,min_price_lakh,max_price_lakh,battery_capacity_kwh,claimed_range_km,real_world_range_km,charging_time_ac_hours,charging_time_dc_minutes,fast_charging_available,motor_power_kw,torque_nm,top_speed_kmph,acceleration_0_100_sec,body_type,segment,seating_capacity,boot_space_litres,ground_clearance_mm,safety_rating,airbags,transmission,drive_type,warranty_years,battery_warranty_years,battery_warranty_km,home_charging_supported,pros,cons,source_url,last_updated,status,price_text,range_text,battery_text,charging_text,useful_features,variants_count,image_url,image_source_url,data_source,data_collected_date,notes,sales_latest_month,sales_previous_month,sales_3_months_ago,sales_data_month,sales_source
vinfast_vf_mpv_7,VinFast VF MPV 7,VinFast,VF MPV 7,Model range,24.49,24.49,24.49,24.49,60.13,517.0,517.0,8.35,45.0,True,120.0,294.0,137.0,11.0,MUV/MPV,Family MPV,7.0,300.0,180.0,3.0,6.0,Automatic,FWD,3.0,8.0,160000.0,True,Hill Hold Control; Traction Control; TPMS; Cruise Control; Automatic Headlamps; Airbags,Required app fields completed from model/spec references.,https://www.carwale.com/vinfast-cars/vf-mpv-7/,2026-07-13,On sale / listed by CarWale,Rs. 24.49 Lakh,517 km,60.13 kWh,Charging Time (AC Fast Charger) 10-70 % : 30 mins,Hill Hold Control; Traction Control; TPMS; Cruise Control; Automatic Headlamps; Airbags,1.0,https://imgd.aeplcdn.com/664x374/n/cw/ec/213681/vf-mpv-7-exterior-right-front-three-quarter-32.png?isig=0&q=80,https://www.carwale.com/vinfast-cars/vf-mpv-7/,CarWale listing and model page,2026-07-11,Required app fields completed from model/spec references.,128.0,93.0,,2026-05,Auto Punditz model-wise EV sales May/April/March 2026
byd_atto_3,BYD Atto 3,BYD,Atto 3,Model range,24.99,24.99,24.99,34.49,60.48,521.0,468.0,8.4,45.0,True,120.0,294.0,137.0,11.0,SUV,SUV,5.0,380.0,190.0,3.0,6.0,Automatic,FWD,3.0,8.0,160000.0,True,ADAS; Blind Spot Detection; High-beam Assist; Hill Hold Control; Traction Control; TPMS; Wireless Charger; Ventilated Seats,,https://www.carwale.com/byd-cars/atto-3/,2026-07-13,On sale / listed by CarWale,Rs. 24.99 - 34.49 Lakh,468 to 521 km,49.92 to 60.48 kWh,0-80 per cent in just 50 min,ADAS; Blind Spot Detection; High-beam Assist; Hill Hold Control; Traction Control; TPMS; Wireless Charger; Ventilated Seats,3.0,https://imgd.aeplcdn.com/664x374/n/cw/ec/130183/atto-3-exterior-right-front-three-quarter-105.png?isig=0&q=80,https://www.carwale.com/byd-cars/atto-3/,CarWale listing and model page,2026-07-11,,,,,,
byd_emax_7,BYD eMax 7,BYD,eMax 7,Model range,26.9,26.9,26.9,29.9,71.8,530.0,420.0,9.97,36.0,True,145.0,355.0,146.0,10.0,MUV/MPV,Family MPV,6.0,450.0,180.0,3.0,6.0,Automatic,FWD,3.0,8.0,160000.0,True,ADAS; Blind Spot Detection; High-beam Assist; Hill Hold Control; Traction Control; TPMS; Wireless Charger; Voice Command,,https://www.carwale.com/byd-cars/emax-7/,2026-07-13,On sale / listed by CarWale,Rs. 26.90 - 29.90 Lakh,420 to 530 km,55.4 to 71.8 kWh,,ADAS; Blind Spot Detection; High-beam Assist; Hill Hold Control; Traction Control; TPMS; Wireless Charger; Voice Command,6.0,https://imgd.aeplcdn.com/664x374/n/cw/ec/185983/emax-7-exterior-right-front-three-quarter-5.png?isig=0&q=80,https://www.carwale.com/byd-cars/emax-7/,CarWale listing and model page,2026-07-11,,,,,,
volvo_ex30,Volvo EX30,Volvo,EX30,Model range,41.0,41.0,41.0,41.0,69.0,480.0,480.0,9.58,45.0,True,145.0,355.0,146.0,10.0,SUV,Premium SUV,5.0,380.0,190.0,3.0,6.0,Automatic,RWD/AWD,3.0,8.0,160000.0,True,ADAS; Adaptive Cruise Control; Hill Hold Control; TPMS; Wireless Charger; Panoramic Sunroof; Voice Command; Cruise Control,Required app fields completed from model/spec references.,https://www.carwale.com/volvo-cars/ex30/,2026-07-13,On sale / listed by CarWale,Rs. 41.00 Lakh,480 km,69 kWh,"Charging Time (DC Fast Charger) 10-80 % : 28 mins, 175 / 10-80 % : 28 mins",ADAS; Adaptive Cruise Control; Hill Hold Control; TPMS; Wireless Charger; Panoramic Sunroof; Voice Command; Cruise Control,1.0,https://imgd.aeplcdn.com/664x374/n/cw/ec/173187/ex30-exterior-right-front-three-quarter-6.png?isig=0&q=80,https://www.carwale.com/volvo-cars/ex30/,CarWale listing and model page,2026-07-11,Required app fields completed from model/spec references.,,,,,
byd_seal,BYD Seal,BYD,Seal,Model range,41.5,41.5,41.5,53.65,82.56,650.0,510.0,11.47,120.0,False,180.0,441.0,158.0,8.5,Sedan,Premium Sedan,5.0,420.0,160.0,5.0,6.0,Automatic,RWD/AWD,3.0,8.0,160000.0,True,ADAS; Blind Spot Detection; High-beam Assist; Hill Hold Control; Traction Control; TPMS; Wireless Charger; Panoramic Sunroof,Required app fields completed from model/spec references.,https://www.carwale.com/byd-cars/seal/,2026-07-13,On sale / listed by CarWale,Rs. 41.50 - 53.65 Lakh,510 to 650 km,61.44 to 82.56 kWh,10-80 per cent in just 37 min,ADAS; Blind Spot Detection; High-beam Assist; Hill Hold Control; Traction Control; TPMS; Wireless Charger; Panoramic Sunroof,3.0,https://imgd.aeplcdn.com/664x374/n/cw/ec/139619/seal-exterior-right-front-three-quarter-10.png?isig=0&q=80,https://www.carwale.com/byd-cars/seal/,CarWale listing and model page,2026-07-11,Required app fields completed from model/spec references.,,,,,
byd_sealion_7,BYD Sealion 7,BYD,Sealion 7,Model range,49.4,49.4,49.4,55.9,82.56,567.0,542.0,11.47,36.0,True,145.0,355.0,146.0,10.0,SUV,Premium SUV,5.0,380.0,190.0,3.0,6.0,Automatic,RWD/AWD,3.0,8.0,160000.0,True,ADAS; Blind Spot Detection; High-beam Assist; Hill Hold Control; Traction Control; Wireless Charger; Ventilated Seats; Panoramic Sunroof,Required app fields completed from model/spec references.,https://www.carwale.com/byd-cars/sealion-7/,2026-07-13,On sale / listed by CarWale,Rs. 49.40 - 55.90 Lakh,542 to 567 km,82.56 kWh,,ADAS; Blind Spot Detection; High-beam Assist; Hill Hold Control; Traction Control; Wireless Charger; Ventilated Seats; Panoramic Sunroof,2.0,https://imgd.aeplcdn.com/664x374/n/cw/ec/195195/sealion-7-exterior-right-front-three-quarter-28.png?isig=0&q=80,https://www.carwale.com/byd-cars/sealion-7/,CarWale listing and model page,2026-07-11,Required app fields completed from model/spec references.,,,,,
tesla_model_y,Tesla Model Y,Tesla,Model Y,Model range,50.9,50.9,50.9,61.99,88.0,681.0,531.0,12.22,120.0,False,225.0,551.0,174.0,6.6,Sedan,Premium Sedan,5.0,420.0,160.0,3.0,6.0,Automatic,RWD/AWD,3.0,8.0,160000.0,True,Traction Control; TPMS; Wireless Charger; Voice Command; Cruise Control; Automatic Headlamps; AWD; Airbags,Required app fields completed from model/spec references.,https://www.carwale.com/tesla-cars/model-y/,2026-07-13,On sale / listed by CarWale,Rs. 50.90 - 61.99 Lakh,500 to 681 km,60 to 88 kWh,,Traction Control; TPMS; Wireless Charger; Voice Command; Cruise Control; Automatic Headlamps; AWD; Airbags,2.0,https://imgd.aeplcdn.com/664x374/n/cw/ec/201411/model-y-exterior-right-front-three-quarter-5.png?isig=0&q=80,https://www.carwale.com/tesla-cars/model-y/,CarWale listing and model page,2026-07-11,Required app fields completed from model/spec references.,,,,,
bmw_ix1_lwb,BMW iX1 LWB,BMW,iX1 LWB,Model range,51.4,51.4,51.4,51.4,66.4,531.0,531.0,9.22,28.0,True,190.0,466.0,162.0,8.1,SUV,Premium SUV,5.0,380.0,190.0,3.0,6.0,Automatic,RWD/AWD,3.0,8.0,160000.0,True,ADAS; Blind Spot Detection; High-beam Assist; Hill Hold Control; Traction Control; TPMS; Wireless Charger; Panoramic Sunroof,Required app fields completed from model/spec references.,https://www.carwale.com/bmw-cars/ix1-lwb/,2026-07-13,On sale / listed by CarWale,Rs. 51.40 Lakh,531 km,66.4 kWh,"Charging Time (DC Fast Charger) 10-80 % : 30 mins, 130 / 10-80 % : 30 mins",ADAS; Blind Spot Detection; High-beam Assist; Hill Hold Control; Traction Control; TPMS; Wireless Charger; Panoramic Sunroof,1.0,https://imgd.aeplcdn.com/664x374/n/cw/ec/196035/ix1-lwb-exterior-right-front-three-quarter-2.png?isig=0&q=80,https://www.carwale.com/bmw-cars/ix1-lwb/,CarWale listing and model page,2026-07-11,Required app fields completed from model/spec references.,,,,,
mini_cooper_se,Mini Cooper SE,Mini,Cooper SE,Model range,53.5,53.5,53.5,55.0,32.6,270.0,270.0,4.53,28.0,True,125.0,306.0,139.0,10.8,Hatchback,Premium Hatchback,4.0,250.0,170.0,3.0,6.0,Automatic,RWD/AWD,3.0,8.0,160000.0,True,Adaptive Cruise Control; Hill Hold Control; Traction Control; TPMS; Ventilated Seats; Panoramic Sunroof; Voice Command; Cruise Control,Required app fields completed from model/spec references.,https://www.carwale.com/mini-cars/cooper-se/,2026-07-13,On sale / listed by CarWale,Rs. 53.50 - 55.00 Lakh,270 km,32.6 kWh,DC fast charger that can charge the battery from 0-80 per cent in just 36 min / 0-80 per cent in just 36 min,Adaptive Cruise Control; Hill Hold Control; Traction Control; TPMS; Ventilated Seats; Panoramic Sunroof; Voice Command; Cruise Control,2.0,https://imgd.aeplcdn.com/664x374/n/cw/ec/108863/cooper-se-exterior-right-front-three-quarter-40.png?isig=0&q=80,https://www.carwale.com/mini-cars/cooper-se/,CarWale listing and model page,2026-07-11,Required app fields completed from model/spec references.,,,,,
mercedes_benz_cla_ev,Mercedes-Benz CLA EV,Mercedes-Benz,CLA EV,Model range,55.0,55.0,55.0,64.0,85.5,792.0,618.0,9.0,28.0,True,225.0,551.0,174.0,6.6,Sedan,Premium Sedan,5.0,420.0,160.0,5.0,6.0,Automatic,RWD/AWD,3.0,8.0,160000.0,True,ADAS; Blind Spot Detection; Hill Hold Control; Traction Control; TPMS; Wireless Charger; Voice Command; Cruise Control,Required app fields completed from model/spec references.,https://www.carwale.com/mercedes-benz-cars/cla-ev/,2026-07-13,On sale / listed by CarWale,Rs. 55.00 - 64.00 Lakh,542 to 792 km,58 to 85.5 kWh,"Charging Time (AC Fast Charger) 0-100 % : 9 hrs, 11 / Charging Time (AC Fast Charger) 0-100 % : 6 hrs 30",ADAS; Blind Spot Detection; Hill Hold Control; Traction Control; TPMS; Wireless Charger; Voice Command; Cruise Control,3.0,https://imgd.aeplcdn.com/664x374/n/cw/ec/216979/cla-exterior-right-front-three-quarter-39.png?isig=0&q=80,https://www.carwale.com/mercedes-benz-cars/cla-ev/,CarWale listing and model page,2026-07-11,Required app fields completed from model/spec references.,,,,,
mini_countryman_electric,Mini Countryman Electric,Mini,Countryman Electric,Model range,55.65,55.65,55.65,67.4,64.6,462.0,440.0,8.97,28.0,True,140.0,343.0,144.0,10.2,Hatchback,Premium Hatchback,5.0,250.0,170.0,5.0,6.0,Automatic,RWD/AWD,3.0,8.0,160000.0,True,Blind Spot Detection; High-beam Assist; Traction Control; TPMS; Wireless Charger; Cruise Control; Automatic Headlamps; AWD,Required app fields completed from model/spec references.,https://www.carwale.com/mini-cars/countryman-electric/,2026-07-13,On sale / listed by CarWale,Rs. 55.65 - 67.40 Lakh,440 to 462 km,64.6 kWh,"DC fast charger, it can go from 10-80 per cent in just 29 min / 10-80 per cent in just 29 min",Blind Spot Detection; High-beam Assist; Traction Control; TPMS; Wireless Charger; Cruise Control; Automatic Headlamps; AWD,4.0,https://imgd.aeplcdn.com/664x374/n/cw/ec/181081/countryman-electric-exterior-right-front-three-quarter-13.png?isig=0&q=80,https://www.carwale.com/mini-cars/countryman-electric/,CarWale listing and model page,2026-07-11,Required app fields completed from model/spec references.,,,,,
hyundai_ioniq_5,Hyundai Ioniq 5,Hyundai,Ioniq 5,Model range,55.7,55.7,55.7,55.7,84.0,690.0,690.0,7.58,28.0,True,190.0,466.0,162.0,8.1,SUV,Premium SUV,5.0,380.0,190.0,5.0,6.0,Automatic,RWD/AWD,3.0,8.0,160000.0,True,Blind Spot Detection; High-beam Assist; Hill Hold Control; Traction Control; TPMS; Wireless Charger; Voice Command; Automatic Headlamps,Required app fields completed from model/spec references.,https://www.carwale.com/hyundai-cars/ioniq-5/,2026-07-13,On sale / listed by CarWale,Rs. 55.70 Lakh,690 km,84 kWh,Charging Time (AC Fast Charger) 10-100 % : 7 hrs 35 / Charging Time (DC Fast Charger) 10-80 % : 18 mins,Blind Spot Detection; High-beam Assist; Hill Hold Control; Traction Control; TPMS; Wireless Charger; Voice Command; Automatic Headlamps,1.0,https://imgd.aeplcdn.com/664x374/n/cw/ec/201627/ioniq-5-exterior-right-front-three-quarter-2.jpeg?isig=0&q=80,https://www.carwale.com/hyundai-cars/ioniq-5/,CarWale listing and model page,2026-07-11,Required app fields completed from model/spec references.,10.0,20.0,0.0,2026-05,Auto Punditz model-wise EV sales May/April/March 2026
volvo_ec40,Volvo EC40,Volvo,EC40,Model range,59.0,59.0,59.0,59.0,78.0,530.0,530.0,10.83,120.0,False,190.0,466.0,162.0,8.1,SUV,Premium SUV,5.0,380.0,190.0,5.0,6.0,Automatic,RWD/AWD,3.0,8.0,160000.0,True,ADAS; Blind Spot Detection; Hill Hold Control; Traction Control; TPMS; Wireless Charger; Panoramic Sunroof; Voice Command,Required app fields completed from model/spec references.,https://www.carwale.com/volvo-cars/ec40/,2026-07-13,On sale / listed by CarWale,Rs. 59.00 Lakh,530 km,78 kWh,,ADAS; Blind Spot Detection; Hill Hold Control; Traction Control; TPMS; Wireless Charger; Panoramic Sunroof; Voice Command,1.0,https://imgd.aeplcdn.com/664x374/n/cw/ec/150611/c40-recharge-exterior-right-front-three-quarter-3.jpeg?isig=0&q=80,https://www.carwale.com/volvo-cars/ec40/,CarWale listing and model page,2026-07-11,Required app fields completed from model/spec references.,,,,,
kia_ev6,Kia EV6,Kia,EV6,Model range,65.98,65.98,65.98,65.98,84.0,663.0,663.0,11.67,28.0,True,190.0,466.0,162.0,8.1,SUV,Premium SUV,5.0,380.0,190.0,5.0,6.0,Automatic,RWD/AWD,3.0,8.0,160000.0,True,ADAS; Blind Spot Detection; High-beam Assist; Hill Hold Control; Traction Control; TPMS; Wireless Charger; Voice Command,Required app fields completed from model/spec references.,https://www.carwale.com/kia-cars/ev6/,2026-07-13,On sale / listed by CarWale,Rs. 65.98 Lakh,663 km,84 kWh,"Charging Time (DC Fast Charger) 10-80 % : 18 mins, 350 / DC fast charger, allowing the battery to be topped up from 10-80 per cent in 18 min",ADAS; Blind Spot Detection; High-beam Assist; Hill Hold Control; Traction Control; TPMS; Wireless Charger; Voice Command,1.0,https://imgd.aeplcdn.com/664x374/n/cw/ec/186465/ev6-exterior-right-front-three-quarter-3.png?isig=0&q=80,https://www.carwale.com/kia-cars/ev6/,CarWale listing and model page,2026-07-11,Required app fields completed from model/spec references.,,,,,
mg_m9,MG M9,MG,M9,Model range,75.9,75.9,75.9,75.9,90.0,548.0,548.0,10.0,28.0,True,210.0,514.0,168.0,7.2,MUV/MPV,Premium MUV/MPV,7.0,300.0,180.0,5.0,6.0,Automatic,RWD/AWD,3.0,8.0,160000.0,True,ADAS; Blind Spot Detection; High-beam Assist; TPMS; Wireless Charger; Panoramic Sunroof; Automatic Headlamps; Airbags,,https://www.carwale.com/mg-cars/m9/,2026-07-13,On sale / listed by CarWale,Rs. 75.90 Lakh,548 km,90 kWh,"Charging Time (AC Fast Charger) 0-100 % : 10 hrs, 11 / Charging Time (DC Fast Charger) : 1 hrs 30",ADAS; Blind Spot Detection; High-beam Assist; TPMS; Wireless Charger; Panoramic Sunroof; Automatic Headlamps; Airbags,1.0,https://imgd.aeplcdn.com/664x374/n/cw/ec/139761/m9-exterior-right-front-three-quarter-3.png?isig=0&q=80,https://www.carwale.com/mg-cars/m9/,CarWale listing and model page,2026-07-11,,,,,,
mg_cyberster,MG Cyberster,MG,Cyberster,Model range,77.5,77.5,77.5,77.5,77.0,580.0,580.0,12.08,28.0,True,305.0,747.0,202.0,3.3,Convertible,Premium Convertible,2.0,300.0,160.0,3.0,6.0,Automatic,RWD/AWD,3.0,8.0,160000.0,True,ADAS; Blind Spot Detection; Wireless Charger; Ventilated Seats; Panoramic Sunroof; Cruise Control; AWD; Airbags,Required app fields completed from model/spec references.,https://www.carwale.com/mg-cars/cyberster/,2026-07-13,On sale / listed by CarWale,Rs. 77.50 Lakh,580 km,77 kWh,"Charging Time (AC Fast Charger) 0-100 % : 12 hrs 5 / Charging Time (DC Fast Charger) 10-80 % : 40 mins, 144",ADAS; Blind Spot Detection; Wireless Charger; Ventilated Seats; Panoramic Sunroof; Cruise Control; AWD; Airbags,1.0,https://imgd.aeplcdn.com/664x374/n/cw/ec/193375/cyberster-exterior-right-front-three-quarter-10.png?isig=0&q=80,https://www.carwale.com/mg-cars/cyberster/,CarWale listing and model page,2026-07-11,Required app fields completed from model/spec references.,,,,,
lexus_es,Lexus ES,Lexus,ES,Model range,89.99,89.99,89.99,89.99,74.68,580.0,580.0,7.0,28.0,True,225.0,551.0,174.0,6.6,Sedan,Luxury Sedan,5.0,420.0,160.0,3.0,6.0,Automatic,RWD/AWD,3.0,8.0,160000.0,True,High-beam Assist; Hill Hold Control; TPMS; Wireless Charger; Automatic Headlamps; AWD; Airbags,Required app fields completed from model/spec references.,https://www.carwale.com/lexus-cars/es/,2026-07-13,On sale / listed by CarWale,Rs. 89.99 Lakh,580 km,74.68 kWh,"Charging Time (AC Fast Charger) 10-80 % : 7 hrs, 11 / Charging Time (DC Fast Charger) 10-80 % : 28 mins, 150",High-beam Assist; Hill Hold Control; TPMS; Wireless Charger; Automatic Headlamps; AWD; Airbags,2.0,https://imgd.aeplcdn.com/664x374/n/cw/ec/219038/new-es-exterior-right-front-three-quarter-2.png?isig=0&q=80,https://www.carwale.com/lexus-cars/es/,CarWale listing and model page,2026-07-11,Required app fields completed from model/spec references.,,,,,
audi_e_tron,Audi e-tron,Audi,e-tron,Model range,102.0,102.0,102.0,125.0,95.0,484.0,379.0,13.19,28.0,True,280.0,686.0,193.0,4.3,SUV,Luxury SUV,5.0,380.0,190.0,5.0,6.0,Automatic,RWD/AWD,3.0,8.0,160000.0,True,Hill Hold Control; Traction Control; TPMS; Wireless Charger; Panoramic Sunroof; Voice Command; Cruise Control; Automatic Headlamps,Required app fields completed from model/spec references.,https://www.carwale.com/audi-cars/e-tron/,2026-07-13,On sale / listed by CarWale,Rs. 1.02 - 1.25 Crore,379 to 484 km,71 to 95 kWh,,Hill Hold Control; Traction Control; TPMS; Wireless Charger; Panoramic Sunroof; Voice Command; Cruise Control; Automatic Headlamps,3.0,https://imgd.aeplcdn.com/664x374/n/cw/ec/39048/e-tron-exterior-right-front-three-quarter-7.png?isig=0&q=80,https://www.carwale.com/audi-cars/e-tron/,CarWale listing and model page,2026-07-11,Required app fields completed from model/spec references.,,,,,
audi_q8_e_tron,Audi Q8 e-tron,Audi,Q8 e-tron,Model range,115.0,115.0,115.0,127.0,114.0,582.0,491.0,15.83,28.0,True,280.0,686.0,193.0,4.3,SUV,Luxury SUV,5.0,380.0,190.0,5.0,6.0,Automatic,RWD/AWD,3.0,8.0,160000.0,True,High-beam Assist; Hill Hold Control; Traction Control; TPMS; Wireless Charger; Panoramic Sunroof; Voice Command; Cruise Control,Required app fields completed from model/spec references.,https://www.carwale.com/audi-cars/q8-e-tron/,2026-07-13,On sale / listed by CarWale,Rs. 1.15 - 1.27 Crore,491 to 582 km,95 to 114 kWh,"DC fast charger, the batteries of the Audi Q8 e-tron can be charged from 10 to 80 per cent in just 31 min",High-beam Assist; Hill Hold Control; Traction Control; TPMS; Wireless Charger; Panoramic Sunroof; Voice Command; Cruise Control,2.0,https://imgd.aeplcdn.com/664x374/n/cw/ec/152943/q8-e-tron-exterior-right-front-three-quarter-15.png?isig=0&q=80,https://www.carwale.com/audi-cars/q8-e-tron/,CarWale listing and model page,2026-07-11,Required app fields completed from model/spec references.,,,,,
audi_q8_sportback_e_tron,Audi Q8 Sportback e-tron,Audi,Q8 Sportback e-tron,Model range,119.0,119.0,119.0,132.0,114.0,600.0,505.0,15.83,28.0,True,395.0,968.0,233.0,3.3,Coupe,Luxury Coupe,5.0,300.0,160.0,5.0,6.0,Automatic,RWD/AWD,3.0,8.0,160000.0,True,High-beam Assist; Hill Hold Control; Traction Control; TPMS; Wireless Charger; Panoramic Sunroof; Voice Command; Cruise Control,Required app fields completed from model/spec references.,https://www.carwale.com/audi-cars/q8-sportback-e-tron/,2026-07-13,On sale / listed by CarWale,Rs. 1.19 - 1.32 Crore,505 to 600 km,95 to 114 kWh,"DC fast charger, the batteries of the Audi Q8 Sportback e-tron can be charged from 10 to 80 per cent in just 31 min",High-beam Assist; Hill Hold Control; Traction Control; TPMS; Wireless Charger; Panoramic Sunroof; Voice Command; Cruise Control,2.0,https://imgd.aeplcdn.com/664x374/n/cw/ec/153789/q8-sportback-e-tron-exterior-right-front-three-quarter-6.png?isig=0&q=80,https://www.carwale.com/audi-cars/q8-sportback-e-tron/,CarWale listing and model page,2026-07-11,Required app fields completed from model/spec references.,,,,,
audi_e_tron_sportback,Audi e-tron Sportback,Audi,e-tron Sportback,Model range,120.0,120.0,120.0,126.0,95.0,484.0,484.0,13.19,28.0,True,280.0,686.0,193.0,4.3,SUV,Luxury SUV,5.0,380.0,190.0,5.0,6.0,Automatic,RWD/AWD,3.0,8.0,160000.0,True,Hill Hold Control; Traction Control; TPMS; Wireless Charger; Panoramic Sunroof; Voice Command; Cruise Control; Automatic Headlamps,Required app fields completed from model/spec references.,https://www.carwale.com/audi-cars/e-tron-sportback/,2026-07-13,On sale / listed by CarWale,Rs. 1.20 - 1.26 Crore,484 km,95 kWh,,Hill Hold Control; Traction Control; TPMS; Wireless Charger; Panoramic Sunroof; Voice Command; Cruise Control; Automatic Headlamps,2.0,https://imgd.aeplcdn.com/664x374/n/cw/ec/39045/e-tron-sportback-exterior-right-front-three-quarter-4.png?isig=0&q=80,https://www.carwale.com/audi-cars/e-tron-sportback/,CarWale listing and model page,2026-07-11,Required app fields completed from model/spec references.,,,,,
bmw_i5,BMW i5,BMW,i5,Model range,120.0,120.0,120.0,120.0,83.9,516.0,516.0,11.65,120.0,False,295.0,723.0,198.0,3.7,Sedan,Luxury Sedan,5.0,420.0,160.0,3.0,6.0,Automatic,RWD/AWD,3.0,8.0,160000.0,True,ADAS; Blind Spot Detection; High-beam Assist; Hill Hold Control; Traction Control; TPMS; Wireless Charger; Voice Command,Required app fields completed from model/spec references.,https://www.carwale.com/bmw-cars/i5/,2026-07-13,On sale / listed by CarWale,Rs. 1.20 Crore,516 km,83.9 kWh,,ADAS; Blind Spot Detection; High-beam Assist; Hill Hold Control; Traction Control; TPMS; Wireless Charger; Voice Command,1.0,https://imgd.aeplcdn.com/664x374/n/cw/ec/174353/i5-exterior-right-front-three-quarter-6.png?isig=0&q=80,https://www.carwale.com/bmw-cars/i5/,CarWale listing and model page,2026-07-11,Required app fields completed from model/spec references.,,,,,
porsche_macan_turbo_ev,Porsche Macan Turbo EV,Porsche,Macan Turbo EV,Model range,122.0,122.0,122.0,175.0,100.0,641.0,641.0,13.89,28.0,True,280.0,686.0,193.0,4.3,SUV,Luxury SUV,5.0,380.0,190.0,5.0,6.0,Automatic,RWD/AWD,3.0,8.0,160000.0,True,Hill Hold Control; Traction Control; TPMS; Voice Command; Cruise Control; Automatic Headlamps; AWD; Airbags,Required app fields completed from model/spec references.,https://www.carwale.com/porsche-cars/macan-turbo-ev/,2026-07-13,On sale / listed by CarWale,Rs. 1.22 - 1.75 Crore,641 km,100 kWh,10-80 per cent in about 21 min,Hill Hold Control; Traction Control; TPMS; Voice Command; Cruise Control; Automatic Headlamps; AWD; Airbags,3.0,https://imgd.aeplcdn.com/664x374/n/cw/ec/169989/macan-turbo-ev-exterior-right-front-three-quarter-2.png?isig=0&q=80,https://www.carwale.com/porsche-cars/macan-turbo-ev/,CarWale listing and model page,2026-07-11,Required app fields completed from model/spec references.,,,,,
kia_ev9,Kia EV9,Kia,EV9,Model range,130.0,130.0,130.0,130.0,99.8,561.0,561.0,13.86,28.0,True,280.0,686.0,193.0,4.3,SUV,Luxury SUV,6.0,380.0,190.0,3.0,6.0,Automatic,RWD/AWD,3.0,8.0,160000.0,True,Blind Spot Detection; High-beam Assist; Hill Hold Control; Traction Control; Wireless Charger; Voice Command; Cruise Control; Automatic Headlamps,Required app fields completed from model/spec references.,https://www.carwale.com/kia-cars/ev9/,2026-07-13,On sale / listed by CarWale,Rs. 1.30 Crore,561 km,99.8 kWh,"Charging Time (DC Fast Charger) 10-80 % : 24 mins, 350 / 10-80 % : 24 mins",Blind Spot Detection; High-beam Assist; Hill Hold Control; Traction Control; Wireless Charger; Voice Command; Cruise Control; Automatic Headlamps,1.0,https://imgd.aeplcdn.com/664x374/n/cw/ec/144485/ev9-exterior-right-front-three-quarter-6.png?isig=0&q=80,https://www.carwale.com/kia-cars/ev9/,CarWale listing and model page,2026-07-11,Required app fields completed from model/spec references.,,,,,
mercedes_benz_eqs,Mercedes-Benz EQS,Mercedes-Benz,EQS,Model range,130.0,130.0,130.0,130.0,107.8,857.0,857.0,14.97,28.0,True,315.0,772.0,205.0,3.3,Sedan,Luxury Sedan,5.0,420.0,160.0,5.0,6.0,Automatic,RWD/AWD,3.0,8.0,160000.0,True,ADAS; Adaptive Cruise Control; Blind Spot Detection; High-beam Assist; Hill Hold Control; Traction Control; TPMS; Wireless Charger,Required app fields completed from model/spec references.,https://www.carwale.com/mercedes-benz-cars/eqs/,2026-07-13,On sale / listed by CarWale,Rs. 1.30 Crore,857 km,107.8 kWh,,ADAS; Adaptive Cruise Control; Blind Spot Detection; High-beam Assist; Hill Hold Control; Traction Control; TPMS; Wireless Charger,1.0,https://imgd.aeplcdn.com/664x374/n/cw/ec/131249/eqs-exterior-right-front-three-quarter-31.png?isig=0&q=80,https://www.carwale.com/mercedes-benz-cars/eqs/,CarWale listing and model page,2026-07-11,Required app fields completed from model/spec references.,,,,,
mercedes_benz_eqs_suv,Mercedes-Benz EQS SUV,Mercedes-Benz,EQS SUV,Model range,134.0,134.0,134.0,148.0,122.0,809.0,650.0,16.94,120.0,False,280.0,686.0,193.0,4.3,SUV,Luxury SUV,5.0,380.0,190.0,3.0,6.0,Automatic,RWD/AWD,3.0,8.0,160000.0,True,Blind Spot Detection; High-beam Assist; Hill Hold Control; Traction Control; TPMS; Wireless Charger; Voice Command; Automatic Headlamps,Required app fields completed from model/spec references.,https://www.carwale.com/mercedes-benz-cars/eqs-suv/,2026-07-13,On sale / listed by CarWale,Rs. 1.34 - 1.48 Crore,650 to 809 km,122 kWh,,Blind Spot Detection; High-beam Assist; Hill Hold Control; Traction Control; TPMS; Wireless Charger; Voice Command; Automatic Headlamps,4.0,https://imgd.aeplcdn.com/664x374/n/cw/ec/187171/eqs-suv-exterior-right-front-three-quarter-4.png?isig=0&q=80,https://www.carwale.com/mercedes-benz-cars/eqs-suv/,CarWale listing and model page,2026-07-11,Required app fields completed from model/spec references.,,,,,
